,,,,,,,,,,
,Date,Category A,Customer,Qty Sold,Revenue,Quarter,,,,
434,5/6/2018,A,1,37,"21,819,050",2018Q2,,,,
435,5/6/2018,A,2,69,"13,967,440",2018Q2,,,,
436,5/7/2018,A,1,88,"48,473,800",2018Q2,,,,
437,5/7/2018,A,2,102,"21,469,410",2018Q2,,,,
438,5/8/2018,A,1,106,"48,990,700",2018Q2,,,,
439,5/8/2018,A,2,110,"21,432,085",2018Q2,,,,
440,5/9/2018,A,2,125,"23,177,630",2018Q2,,,,
441,5/9/2018,A,1,91,"50,696,999",2018Q2,,,,
442,5/10/2018,A,2,96,"18,815,145",2018Q2,,,,
443,5/10/2018,A,1,118,"69,174,118",2018Q2,,,,
444,5/11/2018,A,2,92,"18,390,253",2018Q2,,,,
445,5/11/2018,A,1,109,"66,508,300",2018Q2,,,,
446,5/12/2018,A,2,79,"16,302,600",2018Q2,,,,
447,5/12/2018,A,1,81,"43,192,120",2018Q2,,,,
448,5/13/2018,A,1,66,"31,013,750",2018Q2,,,,
449,5/13/2018,A,2,65,"15,186,421",2018Q2,,,,
450,5/14/2018,A,1,79,"41,325,050",2018Q2,,,,
451,5/14/2018,A,2,122,"21,602,100",2018Q2,,,,
452,5/15/2018,A,1,215,"271,863,820",2018Q2,,,,
453,5/15/2018,A,2,133,"25,098,913",2018Q2,,,,
454,5/16/2018,A,2,97,"22,674,275",2018Q2,,,,
455,5/16/2018,A,1,75,"65,143,800",2018Q2,,,,
456,5/17/2018,A,1,61,"66,079,400",2018Q2,,,,
457,5/17/2018,A,2,107,"19,945,489",2018Q2,,,,
458,5/18/2018,A,1,56,"44,594,200",2018Q2,,,,
459,5/18/2018,A,2,92,"17,892,287",2018Q2,,,,
460,5/19/2018,A,2,87,"17,654,660",2018Q2,,,,
461,5/19/2018,A,1,49,"40,639,000",2018Q2,,,,
462,5/20/2018,A,2,76,"19,055,645",2018Q2,,,,
463,5/20/2018,A,1,40,"24,603,800",2018Q2,,,,
464,5/21/2018,A,1,85,"45,426,300",2018Q2,,,,
465,5/21/2018,A,2,100,"20,647,705",2018Q2,,,,
466,5/22/2018,A,1,86,"43,238,000",2018Q2,,,,
467,5/22/2018,A,2,99,"19,200,960",2018Q2,,,,
468,5/23/2018,A,2,92,"16,866,030",2018Q2,,,,
469,5/23/2018,A,1,75,"45,555,130",2018Q2,,,,
470,5/24/2018,A,2,84,"15,916,280",2018Q2,,,,
471,5/24/2018,A,1,80,"34,842,300",2018Q2,,,,
472,5/25/2018,A,1,80,"43,944,820",2018Q2,,,,
473,5/25/2018,A,2,73,"16,413,680",2018Q2,,,,
474,5/26/2018,A,2,61,"12,968,635",2018Q2,,,,
475,5/26/2018,A,1,69,"48,344,850",2018Q2,,,,
476,5/27/2018,A,1,68,"44,216,600",2018Q2,,,,
477,5/27/2018,A,2,69,"11,307,175",2018Q2,,,,
478,5/28/2018,A,1,155,"98,434,700",2018Q2,,,,
479,5/28/2018,A,2,95,"21,315,110",2018Q2,,,,
480,5/29/2018,A,1,104,"77,066,300",2018Q2,,,,
481,5/29/2018,A,2,89,"17,438,355",2018Q2,,,,
482,5/30/2018,A,1,100,"77,351,900",2018Q2,,,,
483,5/30/2018,A,2,85,"17,552,849",2018Q2,,,,
484,5/31/2018,A,2,81,"15,976,625",2018Q2,,,,
485,5/31/2018,A,1,85,"57,719,250",2018Q2,,,,
486,6/1/2018,A,2,66,"18,147,349",2018Q2,,,,
487,6/1/2018,A,1,53,"26,075,800",2018Q2,,,,
488,6/2/2018,A,1,43,"21,639,100",2018Q2,,,,
489,6/2/2018,A,2,63,"18,203,680",2018Q2,,,,
490,6/3/2018,A,1,37,"19,170,300",2018Q2,,,,
491,6/3/2018,A,2,57,"12,399,720",2018Q2,,,,
492,6/4/2018,A,2,99,"18,798,990",2018Q2,,,,
493,6/4/2018,A,1,62,"29,838,160",2018Q2,,,,
494,6/5/2018,A,1,85,"32,833,600",2018Q2,,,,
495,6/5/2018,A,2,101,"19,615,680",2018Q2,,,,
496,6/6/2018,A,1,72,"38,590,160",2018Q2,,,,
497,6/6/2018,A,2,94,"17,510,329",2018Q2,,,,
498,6/7/2018,A,2,90,"18,234,350",2018Q2,,,,
499,6/7/2018,A,1,64,"37,272,100",2018Q2,,,,
500,6/8/2018,A,1,62,"32,916,100",2018Q2,,,,
501,6/8/2018,A,2,87,"18,528,910",2018Q2,,,,
502,6/9/2018,A,1,52,"30,136,520",2018Q2,,,,
503,6/9/2018,A,2,74,"14,151,700",2018Q2,,,,
504,6/10/2018,A,2,68,"13,318,180",2018Q2,,,,
505,6/10/2018,A,1,54,"28,346,000",2018Q2,,,,
506,6/11/2018,A,2,103,"19,684,885",2018Q2,,,,
507,6/11/2018,A,1,65,"40,276,670",2018Q2,,,,
508,6/12/2018,A,1,60,"32,274,000",2018Q2,,,,
509,6/12/2018,A,2,103,"21,054,500",2018Q2,,,,
510,6/13/2018,A,2,124,"26,929,467",2018Q2,,,,
511,6/13/2018,A,1,131,"76,306,800",2018Q2,,,,
512,6/14/2018,A,2,94,"21,938,750",2018Q2,,,,
513,6/14/2018,A,1,82,"126,772,420",2018Q2,,,,
514,6/15/2018,A,2,92,"17,488,943",2018Q2,,,,
515,6/15/2018,A,1,61,"29,798,320",2018Q2,,,,
516,6/16/2018,A,2,68,"14,856,550",2018Q2,,,,
517,6/16/2018,A,1,44,"23,405,300",2018Q2,,,,
518,6/17/2018,A,1,39,"22,930,800",2018Q2,,,,
519,6/17/2018,A,2,60,"12,644,663",2018Q2,,,,
520,6/18/2018,A,2,95,"19,536,595",2018Q2,,,,
521,6/18/2018,A,1,72,"36,915,000",2018Q2,,,,
522,6/19/2018,A,1,74,"41,640,400",2018Q2,,,,
523,6/19/2018,A,2,87,"16,677,264",2018Q2,,,,
524,6/20/2018,A,1,74,"36,857,900",2018Q2,,,,
525,6/20/2018,A,2,109,"21,917,846",2018Q2,,,,
526,6/21/2018,A,1,78,"45,750,020",2018Q2,,,,
527,6/21/2018,A,2,97,"22,872,081",2018Q2,,,,
528,6/22/2018,A,2,77,"14,836,100",2018Q2,,,,
529,6/22/2018,A,1,67,"34,962,800",2018Q2,,,,
530,6/23/2018,A,2,70,"16,833,109",2018Q2,,,,
531,6/23/2018,A,1,66,"32,287,700",2018Q2,,,,
532,6/24/2018,A,2,61,"14,240,239",2018Q2,,,,
533,6/24/2018,A,1,39,"19,228,600",2018Q2,,,,
534,6/25/2018,A,1,82,"39,942,700",2018Q2,,,,
535,6/25/2018,A,2,87,"19,802,938",2018Q2,,,,
536,6/26/2018,A,1,97,"43,569,400",2018Q2,,,,
537,6/26/2018,A,2,94,"18,168,218",2018Q2,,,,
538,6/27/2018,A,1,103,"51,902,400",2018Q2,,,,
539,6/27/2018,A,2,120,"24,010,439",2018Q2,,,,
540,6/28/2018,A,1,105,"56,192,300",2018Q2,,,,
541,6/28/2018,A,2,109,"24,509,430",2018Q2,,,,
542,6/29/2018,A,1,118,"59,929,000",2018Q2,,,,
543,6/29/2018,A,2,121,"24,969,230",2018Q2,,,,
544,6/30/2018,A,1,112,"53,099,536",2018Q2,,,,
545,6/30/2018,A,2,81,"19,707,980",2018Q2,,,,
546,7/1/2018,A,1,48,"25,518,900",2018Q3,,,,
547,7/1/2018,A,2,66,"13,468,700",2018Q3,,,,
548,7/2/2018,A,2,98,"20,841,830",2018Q3,,,,
549,7/2/2018,A,1,70,"28,104,800",2018Q3,,,,
550,7/3/2018,A,1,66,"36,243,100",2018Q3,,,,
551,7/3/2018,A,2,98,"18,849,050",2018Q3,,,,
552,7/4/2018,A,2,112,"23,629,480",2018Q3,,,,
553,7/4/2018,A,1,104,"44,602,000",2018Q3,,,,
554,7/5/2018,A,1,119,"53,705,600",2018Q3,,,,
555,7/5/2018,A,2,111,"25,138,860",2018Q3,,,,
556,7/6/2018,A,2,108,"22,089,370",2018Q3,,,,
557,7/6/2018,A,1,108,"64,916,500",2018Q3,,,,
558,7/7/2018,A,1,79,"38,528,300",2018Q3,,,,
559,7/7/2018,A,2,85,"20,360,760",2018Q3,,,,
560,7/8/2018,A,1,74,"35,911,700",2018Q3,,,,
561,7/8/2018,A,2,78,"18,022,370",2018Q3,,,,
562,7/9/2018,A,2,133,"30,218,840",2018Q3,,,,
563,7/9/2018,A,1,120,"66,859,100",2018Q3,,,,
564,7/10/2018,A,2,124,"28,298,420",2018Q3,,,,
565,7/10/2018,A,1,111,"50,406,083",2018Q3,,,,
566,7/11/2018,A,1,89,"36,104,700",2018Q3,,,,
567,7/11/2018,A,2,109,"22,511,569",2018Q3,,,,
568,7/12/2018,A,2,105,"22,008,290",2018Q3,,,,
569,7/12/2018,A,1,80,"36,474,700",2018Q3,,,,
570,7/13/2018,A,1,76,"38,978,800",2018Q3,,,,
571,7/13/2018,A,2,92,"20,680,580",2018Q3,,,,
572,7/14/2018,A,1,53,"23,049,800",2018Q3,,,,
573,7/14/2018,A,2,77,"16,265,160",2018Q3,,,,
574,7/15/2018,A,1,47,"22,610,500",2018Q3,,,,
575,7/15/2018,A,2,74,"16,155,770",2018Q3,,,,
576,7/16/2018,A,2,115,"21,627,140",2018Q3,,,,
577,7/16/2018,A,1,109,"45,411,400",2018Q3,,,,
578,7/17/2018,A,2,122,"23,773,020",2018Q3,,,,
579,7/17/2018,A,1,105,"48,428,980",2018Q3,,,,
580,7/18/2018,A,2,123,"23,947,090",2018Q3,,,,
581,7/18/2018,A,1,90,"46,658,620",2018Q3,,,,
582,7/19/2018,A,1,90,"45,736,100",2018Q3,,,,
583,7/19/2018,A,2,107,"21,086,390",2018Q3,,,,
584,7/20/2018,A,2,106,"21,547,060",2018Q3,,,,
585,7/20/2018,A,1,85,"37,858,100",2018Q3,,,,
586,7/21/2018,A,1,75,"38,968,700",2018Q3,,,,
587,7/21/2018,A,2,80,"16,020,935",2018Q3,,,,
588,7/22/2018,A,2,76,"15,192,629",2018Q3,,,,
589,7/22/2018,A,1,84,"37,650,700",2018Q3,,,,
590,7/23/2018,A,2,125,"29,183,564",2018Q3,,,,
591,7/23/2018,A,1,101,"46,406,500",2018Q3,,,,
592,7/24/2018,A,1,69,"35,171,100",2018Q3,,,,
593,7/24/2018,A,2,106,"26,603,710",2018Q3,,,,
594,7/25/2018,A,2,116,"24,825,840",2018Q3,,,,
595,7/25/2018,A,1,65,"35,173,850",2018Q3,,,,
596,7/26/2018,A,2,109,"23,513,525",2018Q3,,,,
597,7/26/2018,A,1,66,"35,485,900",2018Q3,,,,
598,7/27/2018,A,2,101,"20,976,960",2018Q3,,,,
599,7/27/2018,A,1,76,"42,344,511",2018Q3,,,,
600,7/28/2018,A,1,99,"48,970,950",2018Q3,,,,
601,7/28/2018,A,2,77,"17,750,009",2018Q3,,,,
602,7/29/2018,A,1,49,"25,057,400",2018Q3,,,,
603,7/29/2018,A,2,82,"18,083,977",2018Q3,,,,
604,7/30/2018,A,1,89,"45,196,389",2018Q3,,,,
605,7/30/2018,A,2,127,"29,996,046",2018Q3,,,,
606,7/31/2018,A,2,133,"31,638,733",2018Q3,,,,
607,7/31/2018,A,1,83,"44,778,200",2018Q3,,,,
608,8/1/2018,A,1,61,"35,871,820",2018Q3,,,,
609,8/1/2018,A,2,164,"27,696,459",2018Q3,,,,
610,8/2/2018,A,2,129,"26,064,524",2018Q3,,,,
611,8/2/2018,A,1,69,"36,902,800",2018Q3,,,,
612,8/3/2018,A,1,56,"33,349,200",2018Q3,,,,
613,8/3/2018,A,2,123,"24,668,609",2018Q3,,,,
614,8/4/2018,A,2,113,"26,568,883",2018Q3,,,,
615,8/4/2018,A,1,396,"710,999,930",2018Q3,,,,
616,8/5/2018,A,2,101,"19,832,033",2018Q3,,,,
617,8/5/2018,A,1,49,"31,034,920",2018Q3,,,,
618,8/6/2018,A,2,152,"32,591,077",2018Q3,,,,
619,8/6/2018,A,1,103,"88,581,340",2018Q3,,,,
620,8/7/2018,A,2,140,"27,486,052",2018Q3,,,,
621,8/7/2018,A,1,76,"45,927,010",2018Q3,,,,
622,8/8/2018,A,2,162,"33,269,669",2018Q3,,,,
623,8/8/2018,A,1,213,"173,033,851",2018Q3,,,,
624,8/9/2018,A,2,158,"32,629,366",2018Q3,,,,
625,8/9/2018,A,1,179,"188,010,660",2018Q3,,,,
626,8/10/2018,A,2,162,"35,486,937",2018Q3,,,,
627,8/10/2018,A,1,77,"48,829,805",2018Q3,,,,
628,8/11/2018,A,1,72,"52,398,700",2018Q3,,,,
629,8/11/2018,A,2,143,"28,054,603",2018Q3,,,,
630,8/12/2018,A,1,55,"33,273,200",2018Q3,,,,
631,8/12/2018,A,2,109,"22,695,072",2018Q3,,,,
632,8/13/2018,A,2,153,"34,281,398",2018Q3,,,,
633,8/13/2018,A,1,99,"61,781,710",2018Q3,,,,
634,8/14/2018,A,2,164,"34,190,539",2018Q3,,,,
635,8/14/2018,A,1,103,"61,851,640",2018Q3,,,,
636,8/15/2018,A,2,176,"34,901,882",2018Q3,,,,
637,8/15/2018,A,1,90,"58,270,868",2018Q3,,,,
638,8/16/2018,A,1,94,"59,267,375",2018Q3,,,,
639,8/16/2018,A,2,173,"34,023,237",2018Q3,,,,
640,8/17/2018,A,1,99,"54,343,850",2018Q3,,,,
641,8/17/2018,A,2,156,"29,102,796",2018Q3,,,,
642,8/18/2018,A,1,84,"50,335,430",2018Q3,,,,
643,8/18/2018,A,2,139,"26,997,769",2018Q3,,,,
644,8/19/2018,A,1,69,"37,318,410",2018Q3,,,,
645,8/19/2018,A,2,114,"22,887,420",2018Q3,,,,
646,8/20/2018,A,2,175,"36,050,593",2018Q3,,,,
647,8/20/2018,A,1,90,"57,095,810",2018Q3,,,,
648,8/21/2018,A,2,159,"30,962,169",2018Q3,,,,
649,8/21/2018,A,1,98,"51,457,830",2018Q3,,,,
650,8/22/2018,A,2,194,"35,624,508",2018Q3,,,,
651,8/22/2018,A,1,90,"53,663,630",2018Q3,,,,
652,8/23/2018,A,2,157,"34,841,025",2018Q3,,,,
653,8/23/2018,A,1,114,"78,448,630",2018Q3,,,,
654,8/24/2018,A,1,108,"54,941,720",2018Q3,,,,
655,8/24/2018,A,2,166,"35,388,284",2018Q3,,,,
656,8/25/2018,A,2,152,"30,502,269",2018Q3,,,,
657,8/25/2018,A,1,91,"42,639,970",2018Q3,,,,
658,8/26/2018,A,2,135,"26,504,035",2018Q3,,,,
659,8/26/2018,A,1,76,"37,847,170",2018Q3,,,,
660,8/27/2018,A,2,188,"34,162,582",2018Q3,,,,
661,8/27/2018,A,1,202,"65,345,680",2018Q3,,,,
662,8/28/2018,A,1,156,"67,300,660",2018Q3,,,,
663,8/28/2018,A,2,168,"33,268,622",2018Q3,,,,
664,8/29/2018,A,1,150,"78,423,190",2018Q3,,,,
665,8/29/2018,A,2,164,"31,295,234",2018Q3,,,,
666,8/30/2018,A,1,149,"72,845,710",2018Q3,,,,
667,8/30/2018,A,2,171,"32,815,364",2018Q3,,,,
668,8/31/2018,A,2,145,"29,279,805",2018Q3,,,,
669,8/31/2018,A,1,105,"61,805,500",2018Q3,,,,
670,9/1/2018,A,1,82,"43,217,740",2018Q3,,,,
671,9/1/2018,A,2,129,"26,215,009",2018Q3,,,,
672,9/2/2018,A,2,99,"20,573,597",2018Q3,,,,
673,9/2/2018,A,1,74,"37,041,990",2018Q3,,,,
674,9/3/2018,A,1,134,"55,407,620",2018Q3,,,,
675,9/3/2018,A,2,153,"29,654,405",2018Q3,,,,
676,9/4/2018,A,1,89,"44,334,830",2018Q3,,,,
677,9/4/2018,A,2,194,"37,141,903",2018Q3,,,,
678,9/5/2018,A,1,107,"57,891,180",2018Q3,,,,
679,9/5/2018,A,2,180,"34,283,098",2018Q3,,,,
680,9/6/2018,A,1,161,"84,262,090",2018Q3,,,,
681,9/6/2018,A,2,231,"37,519,225",2018Q3,,,,
682,9/7/2018,A,1,149,"83,785,100",2018Q3,,,,
683,9/7/2018,A,2,359,"38,617,850",2018Q3,,,,
684,9/8/2018,A,2,204,"36,680,747",2018Q3,,,,
685,9/8/2018,A,1,162,"83,643,870",2018Q3,,,,
686,9/9/2018,A,1,187,"93,821,330",2018Q3,,,,
687,9/9/2018,A,2,221,"34,343,709",2018Q3,,,,
688,9/10/2018,A,1,137,"75,162,650",2018Q3,,,,
689,9/10/2018,A,2,195,"37,817,795",2018Q3,,,,
690,9/11/2018,A,2,184,"36,722,155",2018Q3,,,,
691,9/11/2018,A,1,132,"67,090,081",2018Q3,,,,
692,9/12/2018,A,1,155,"84,388,840",2018Q3,,,,
693,9/12/2018,A,2,187,"36,285,704",2018Q3,,,,
694,9/13/2018,A,2,188,"34,012,632",2018Q3,,,,
695,9/13/2018,A,1,162,"83,082,030",2018Q3,,,,
696,9/14/2018,A,1,111,"58,799,030",2018Q3,,,,
697,9/14/2018,A,2,162,"29,352,457",2018Q3,,,,
698,9/15/2018,A,1,90,"48,099,980",2018Q3,,,,
699,9/15/2018,A,2,163,"32,277,894",2018Q3,,,,
700,9/16/2018,A,1,60,"47,999,720",2018Q3,,,,
701,9/16/2018,A,2,150,"28,409,600",2018Q3,,,,
702,9/17/2018,A,1,77,"53,772,535",2018Q3,,,,
703,9/17/2018,A,2,199,"36,816,364",2018Q3,,,,
704,9/18/2018,A,1,98,"52,828,650",2018Q3,,,,
705,9/18/2018,A,2,202,"37,065,604",2018Q3,,,,
706,9/19/2018,A,2,207,"38,517,347",2018Q3,,,,
707,9/19/2018,A,1,114,"78,283,430",2018Q3,,,,
708,9/20/2018,A,2,200,"39,383,915",2018Q3,,,,
709,9/20/2018,A,1,117,"77,866,400",2018Q3,,,,
710,9/21/2018,A,2,174,"35,963,884",2018Q3,,,,
711,9/21/2018,A,1,90,"74,961,100",2018Q3,,,,
712,9/22/2018,A,1,77,"67,308,840",2018Q3,,,,
713,9/22/2018,A,2,163,"29,693,767",2018Q3,,,,
714,9/23/2018,A,1,97,"111,702,210",2018Q3,,,,
715,9/23/2018,A,2,146,"27,987,825",2018Q3,,,,
716,9/24/2018,A,2,230,"42,266,138",2018Q3,,,,
717,9/24/2018,A,1,97,"65,480,370",2018Q3,,,,
718,9/25/2018,A,1,109,"84,257,690",2018Q3,,,,
719,9/25/2018,A,2,216,"42,712,802",2018Q3,,,,
720,9/26/2018,A,1,114,"107,172,010",2018Q3,,,,
721,9/26/2018,A,2,203,"36,345,737",2018Q3,,,,
722,9/27/2018,A,2,196,"37,211,136",2018Q3,,,,
723,9/27/2018,A,1,108,"81,947,580",2018Q3,,,,
724,9/28/2018,A,2,195,"38,500,712",2018Q3,,,,
725,9/28/2018,A,1,106,"88,288,800",2018Q3,,,,
726,9/29/2018,A,2,183,"33,435,608",2018Q3,,,,
727,9/29/2018,A,1,79,"70,059,570",2018Q3,,,,
728,9/30/2018,A,1,76,"56,706,500",2018Q3,,,,
729,9/30/2018,A,2,166,"29,831,990",2018Q3,,,,
